wikidata_id,title,description,bucket,enwiki_title,country,relevance_start,relevance_end,pageviews_365d,points
Q1477715,Croatia at the 1998 FIFA World Cup,bucket: sports_team,sports_team,Croatia at the 1998 FIFA World Cup,Croatia,1998-01-01,1998-01-01,0,4
Q263085,Crockett's Theme,single | bucket: musical_work,musical_work,Crockett's Theme,,1987-01-01,1987-01-01,0,4
Q1117884,Crying Freeman,Japanese manga series | bucket: film,film,Crying Freeman,Japan,,,0,4
Q40732,Cuando quiero llorar no lloro,Spanish language TV series produced by Colombia's R.T.I. | bucket: tv_series,tv_series,Cuando quiero llorar no lloro (TV series),Colombia,1991-04-28,1991-08-18,0,4
Q26508,Cult Energy,professional road bicycle racing team licensed in Denmark (2000-2015) | bucket: sports_team,sports_team,Cult Energy Pro Cycling,Denmark,2000-01-01,2015-01-01,0,4
Q266872,Cut Here,single | bucket: musical_work,musical_work,Cut Here,,2001-10-29,2001-10-29,0,4
Q5197821,Cybernetics Guardian,Japanese original video animation | bucket: film,film,Cybernetics Guardian,Japan,,,0,4
Q990,Czterej pancerni i pies,Polish television series | bucket: tv_series,tv_series,Four Tank-Men and a Dog,Polish People's Republic,1966-05-09,1970-05-06,0,4
Q5209062,Daiakuji,video game | bucket: film,film,Daiakuji,Japan,2001-11-30,2001-11-30,0,4
Q5209405,Daimajuu Gekitou Hagane no Oni,original video animation | bucket: film,film,Daimajū Gekitō: Hagane no Oni,Japan,,,0,4
Q2626451,Dallos,1983 original video animation | bucket: film,film,Dallos,Japan,1983-01-01,1985-01-01,0,4
Q137425824,Dame Durden,traditional English folk song | bucket: musical_work,musical_work,Dame Durden,,,,0,4
Q290646,Damian Collins,British politician | bucket: human,human,Damian Collins,United Kingdom,1974-02-04,,0,4
Q2602128,Dancouga – Super Beast Machine God,Japanese anime television series | bucket: film,film,Dancouga – Super Beast Machine God,Japan,1985-04-05,1985-12-27,0,4
Q2083085,Dangerous Beauty,Japanese TV series | bucket: tv_series,tv_series,Dangerous Beauty (TV series),Japan,2005-10-17,2005-12-19,0,4
Q469535,Dangerous liaisons,2003 TV miniseries | bucket: tv_series,tv_series,Les Liaisons dangereuses (miniseries),France,2003-01-01,2003-08-25,0,4
Q5222572,Darey,Nigerian musician | bucket: human,human,Darey,Nigeria,,,0,4
Q5223408,Dark Shell,2003 original video animation | bucket: film,film,Dark Shell,Japan,2003-06-25,2003-09-25,0,4
Q5223795,Darkstalkers Resurrection,video game compilation | bucket: video_game,video_game,Darkstalkers Resurrection,United States,2013-03-12,2013-03-12,0,4
Q5227162,Data East Arcade Classics,compilation of video games | bucket: video_game,video_game,Data East Arcade Classics,United States,2010-02-19,2010-02-19,0,4
Q126852186,David Burton-Sampson,MP for Southend West and Leigh in the UK Parliament | bucket: human,human,David Burton-Sampson,United Kingdom,1977-11-01,,0,4
Q771553,Day of Defeat,2003 video game by Valve Corporation | bucket: video_game,video_game,Day of Defeat,United States,2003-05-01,2013-03-13,0,4
Q1583764,Dear Esther,2012 video game | bucket: video_game,video_game,Dear Esther,United Kingdom,2012-02-14,2012-02-14,0,4
Q1191505,Death Has a Shadow,episode of Family Guy (S1 E1) | bucket: film,film,Death Has a Shadow,United States,1999-01-31,1999-01-31,0,4
Q5248659,Debutante Detective Corps,Japanese anime OVA | bucket: film,film,Debutante Detective Corps,,1996-01-01,1996-01-01,0,4
Q310482,Decathlon CMA CGM Team,French cycling team | bucket: sports_team,sports_team,Decathlon CMA CGM Team,France,1992-01-01,,0,4
Q2542211,Demon City Shinjuku,novel by Hideyuki Kikuchi | bucket: film,film,Demon City Shinjuku,Japan,,,0,4
Q5256206,Demon Fighter Kocho,Japanese manga series by Nonki Miyasu | bucket: film,film,Demon Fighter Kocho,Japan,1997-01-01,1997-01-01,0,4
Q2616292,Demon Prince Enma,manga and original video animation | bucket: film,film,Demon Prince Enma,Japan,,,0,4
Q32225,Desert Combat,total conversion mod of the 2002 video game Battlefield 1942 | bucket: video_game,video_game,Desert Combat,,2004-02-06,2004-02-06,0,4
Q1152489,Detroit Metal City,2008 vulgar comedy manga series by Kiminori Wakasugi directed by Toshio Lee | bucket: film,film,Detroit Metal City,Japan,2008-01-01,2008-01-01,0,4
Q5268072,Dewanoumi stable,Organization of sumo wrestlers | bucket: sports_team,sports_team,Dewanoumi stable,Japan,,,0,4
Q1072575,Diebuster,original video animation series directed by Kazuya Tsurumaki | bucket: film,film,Diebuster,Japan,2004-10-03,2004-10-03,0,4
Q5275896,Digital Juice,2002 original video animation | bucket: film,film,Digital Juice (anime),Japan,2002-01-01,2002-01-01,0,4
Q3027935,DikuMUD,Danish text-based virtual world (MUD) | bucket: video_game,video_game,DikuMUD,Denmark,1990-01-01,1990-01-01,0,4
Q3029735,Dirty Pair Flash,Japanese media franchise | bucket: film,film,Dirty Pair Flash,,,,0,4
Q3013253,Dirty Pair: Affair of Nolandia,Japanese OVA | bucket: film,film,Dirty Pair: Affair of Nolandia,Japan,1985-12-20,1985-12-20,0,4
Q3013255,Dirty Pair: Flight 005 Conspiracy,Japanese OVA | bucket: film,film,Dirty Pair: Flight 005 Conspiracy,Japan,1990-01-25,1990-01-25,0,4
Q1228613,Discworld MUD,1991 video game | bucket: video_game,video_game,Discworld MUD,,1991-01-01,1991-01-01,0,4
Q268584,Dominic Raab,British politician (born 1974) | bucket: human,human,Dominic Raab,United Kingdom,1974-02-25,,0,4
Q1238117,Dominion,Japanese manga series | bucket: film,film,Dominion (manga),Japan,1986-01-01,1986-01-01,0,4
Q2758633,Don Quixote,Japanese television drama series | bucket: tv_series,tv_series,Don Quixote (TV series),Japan,2011-07-09,2011-09-24,0,4
Q284583,Don't Ask My Name,1990 single by Pochonbo Electronic Ensemble | bucket: musical_work,musical_work,Don't Ask My Name,,1990-01-01,1990-01-01,0,4
Q5291495,Don't Buy This,1985 video game for Spectrum | bucket: video_game,video_game,Don't Buy This,United Kingdom,1985-01-01,1985-01-01,0,4
Q21099,Don't Let Me Fall,song by B.o.B | bucket: musical_work,musical_work,Don't Let Me Fall,United States,2010-09-28,2010-09-28,0,4
Q4380,Don't Trust the B---- in Apartment 23,American sitcom (2012–2013) | bucket: tv_series,tv_series,Don't Trust the B---- in Apartment 23,United States,2012-04-11,2013-05-13,0,4
Q5223786,Doomed Megalopolis,original video animation | bucket: film,film,Doomed Megalopolis,Japan,1991-09-27,1991-09-27,0,4
Q406363,Dragon Quest 25 Shūnen Kinen Famicom & Super Famicom Dragon Quest I・II・III,2011 video game | bucket: video_game,video_game,Dragon Quest 25 Shūnen Kinen Famicom & Super Famicom Dragon Quest I・II・III,,2011-09-15,2011-09-15,0,4
Q638266,Drapac-EF Cannondale Holistic Development,cycling team | bucket: sports_team,sports_team,Drapac Cannondale Holistic Development Team,Australia,2004-01-01,2019-01-01,0,4
Q5306537,Dreamcast Collection,video game compilation | bucket: video_game,video_game,Dreamcast Collection,,2011-02-22,2011-02-22,0,4
Q263918,Drive Slow,single | bucket: musical_work,musical_work,Drive Slow,United States,2006-06-06,2006-06-06,0,4
Q1164867,Duamutef,deity | bucket: fictional_character,fictional_character,Duamutef,,,,0,4
Q2722692,Duke Nukem,protagonist of the eponymous video game series | bucket: fictional_character,fictional_character,Duke Nukem (character),United States,1967-04-09,,0,4
Q5312889,Duke University Alma Mater,"official alma mater of Duke University in Durham, North Carolina | bucket: musical_work",musical_work,Dear Old Duke,,,,0,4
Q5315172,Dungeons & Dragons Collection,video game compilation | bucket: video_game,video_game,Dungeons & Dragons Collection,,1999-03-04,1999-03-04,0,4
Q465155,Dystopia,2005 video game mod for Half-Life 2 | bucket: video_game,video_game,Dystopia (video game),,2005-09-10,2007-02-25,0,4
Q5321259,Dōkyūsei 2,1995 video game | bucket: film,film,Dōkyūsei 2,Japan,1995-01-01,1995-01-01,0,4
Q5322547,EA Replay,2006 video game compilation | bucket: video_game,video_game,EA Replay,,2006-11-14,2006-11-14,0,4
Q72085,ECW on TNN,television program | bucket: tv_series,tv_series,ECW on TNN,United States,1999-08-27,2000-10-06,0,4
Q752425,EF Education-EasyPost,American professional men's cycling team | bucket: sports_team,sports_team,EF Education–EasyPost,United States,2005-01-01,,0,4
Q281624,Earth Angel,1954 single by The Penguins | bucket: musical_work,musical_work,Earth Angel,United States,1954-01-01,1954-10-01,0,4
Q2703745,Earthian,Japanese manga series | bucket: film,film,Earthian,Japan,,,0,4
Q22998,Earthquake,song by British musician Labrinth | bucket: musical_work,musical_work,Earthquake (Labrinth song),,2011-10-23,2011-10-23,0,4
Q451399,Edge of Darkness,British television series | bucket: tv_series,tv_series,Edge of Darkness,United Kingdom,1985-11-04,1985-12-09,0,4
Q214108,Eduard Steuermann,American pianist of Jewish origin (1892–1964) | bucket: human,human,Eduard Steuermann,United States,1892-06-18,1964-11-11,0,4
Q5344177,Edward Llewellyn,British political advisor | bucket: human,human,"Edward Llewellyn, Baron Llewellyn of Steep",United Kingdom,1965-09-23,,0,4
Q272318,Edward Timpson,British politician (born 1973) | bucket: human,human,Edward Timpson,United Kingdom,1973-12-26,,0,4
Q37861343,Edward Zammit Lewis,Maltese politician | bucket: human,human,Edward Zammit Lewis,Malta,1973-06-21,,0,4
Q5348960,Eight Clouds Rising,manga series | bucket: film,film,Eight Clouds Rising,Japan,,,0,4
Q50951,Ein Kessel Buntes,East German television variety show (1972–1992) | bucket: tv_series,tv_series,Ein Kessel Buntes,German Democratic Republic,1972-01-29,1992-12-19,0,4
Q3049630,Eko Eko Azarak,2006 film | bucket: tv_series,tv_series,Eko Eko Azarak (manga),Japan,2006-12-16,2006-12-16,0,4
Q3050407,Elaith Craulnober,"fictional character often likened to a ""silver snake"" because of his appearance | bucket: fictional_character",fictional_character,Elaith Craulnober,,,,0,4
Q1154421,Elementalors,manga | bucket: film,film,Elementalors,Japan,,,0,4
Q694931,Elk Haus,cycling team | bucket: sports_team,sports_team,Elk Haus,Austria,2001-01-01,2009-01-01,0,4
Q5368007,Elven Bride,original video animation | bucket: film,film,Elven Bride,Japan,,,0,4
Q1203306,Embracing Love,manga series | bucket: film,film,Embracing Love,Japan,2005-01-01,2005-01-01,0,4
Q21123,Empire State of Mind,2009 single by Jay-Z feat. Alicia Keys | bucket: musical_work,musical_work,Empire State of Mind,United States,2009-10-20,2009-10-20,0,4
Q2700246,Engine,Japanese television drama series | bucket: tv_series,tv_series,Engine (TV series),Japan,2005-04-18,2005-06-27,0,4
Q172153,English Racing Automobiles,automobile manufacturer | bucket: sports_team,sports_team,English Racing Automobiles,United Kingdom,1933-01-01,1954-01-01,0,4
Q279097,Enjoy the Silence,1990 single by Depeche Mode | bucket: musical_work,musical_work,Enjoy the Silence,,1990-01-16,1990-01-16,0,4
Q5402639,Eternal Family,original video animation | bucket: film,film,Eternal Family,Japan,,,0,4
Q2572842,Everybody's Favorite Bagman,episode of Law & Order (S1 E6) | bucket: film,film,Everybody's Favorite Bagman,United States,1990-10-30,1992-09-29,0,4
Q278325,Everytime tha Beat Drop,2006 single by Monica ft. Dem Franchize Boyz | bucket: musical_work,musical_work,Everytime tha Beat Drop,United States,2006-01-01,2006-01-01,0,4
Q5418625,Evolution Worlds,2002 video game | bucket: video_game,video_game,Evolution Worlds,Japan,2002-07-26,2002-07-26,0,4
Q3736000,Exo-Man,1977 television film | bucket: film,film,Exo-Man,United States,1977-01-01,1977-01-01,0,4
Q60792607,FORCE,bucket: video_game,video_game,FORCE (Villains and Vigilantes),,1982-01-01,1982-01-01,0,4
Q20004,Faint,2003 single by Linkin Park | bucket: musical_work,musical_work,Faint (song),United States,2003-06-09,2003-06-09,0,4
Q5434490,Far Above Cayuga's Waters,Cornell University alma mater | bucket: musical_work,musical_work,Far Above Cayuga's Waters,,,,0,4
Q142540,Faustino Imbali,Foreign and Prime Minister of Guinea-Bissau | bucket: human,human,Faustino Imbali,Guinea-Bissau,1956-05-01,,0,4
Q289064,Felipe Colombo,"Mexican actor, singer and musician | bucket: human",human,Felipe Colombo,Mexico,1983-01-08,,0,4
Q5442997,Fencer of Minerva,original video animation | bucket: film,film,Fencer of Minerva,Japan,,,0,4
Q309768,Fernando Arrabal,Spanish writer and actor resident in France (born 1932) | bucket: human,human,Fernando Arrabal,Spain; France,1932-08-11,,0,4
Q2668497,Final Fantasy Chronicles,Video game compilation released in 2001 | bucket: video_game,video_game,Final Fantasy Chronicles,Japan,2001-06-29,2001-06-29,0,4
Q5449389,Final Fantasy IV: The Complete Collection,video game compilation | bucket: video_game,video_game,Final Fantasy IV: The Complete Collection,,2011-03-24,2011-03-24,0,4
Q24076,FinnWars,2004 mod for the retail computer game Battlefield 1942 (2002) | bucket: video_game,video_game,FinnWars,,2004-02-07,2004-02-07,0,4
Q123254896,Fire Emblem Fates: Revelation,2015 DLC for Fire Emblem Fates | bucket: video_game,video_game,Fire Emblem Fates: Revelation,Japan,2015-07-09,2016-06-10,0,4
Q11622,Firefly,American space Western television series | bucket: tv_series,tv_series,Firefly (TV series),United States,2002-09-20,2003-08-19,0,4
Q4020533,First Born,fictional character | bucket: fictional_character,fictional_character,First Born (comics),,,,0,4
Q171665,Fittipaldi Automotive,Brazilian racecar team | bucket: sports_team,sports_team,Fittipaldi Automotive,Brazil,,,0,4
Q3157456,Football Wives,television pilot | bucket: film,film,Football Wives,United States,,,0,4
Q263858,Forbidden Lover,single | bucket: musical_work,musical_work,Forbidden Lover (song),,1998-10-14,1998-10-14,0,4
Q138933,Force India,Formula One racing team | bucket: sports_team,sports_team,Force India,United Kingdom,2007-01-01,,0,4
Q172974,Forti,Italian motor racing team | bucket: sports_team,sports_team,Forti,Italy,1978-01-01,,0,4
Q4038937,Fortress Forever,mod for Half-Life 2 | bucket: video_game,video_game,Fortress Forever,,2007-09-13,2007-09-13,0,4
Q5480129,"Francis Baring, 3rd Baron Ashburton",British politician | bucket: human,human,"Francis Baring, 3rd Baron Ashburton",Kingdom of Great Britain; United Kingdom of Great Britain and Ireland,1800-05-20,1868-09-06,0,4
Q708732,François Barbé-Marbois,French politician (1745-1837) | bucket: human,human,François Barbé-Marbois,France,1745-01-31,1837-01-14,0,4
Q266295,Free Software Song,1993 single by Richard Stallman | bucket: musical_work,musical_work,Free Software Song,,1993-01-01,1993-01-01,0,4
Q874075,"Freeter, Ie wo Kau",Japanese TV series or program | bucket: tv_series,tv_series,"Freeter, Ie wo Kau",Japan,2009-08-25,2010-12-21,0,4
Q623469,Friends,South Korean-Japanese television miniseries | bucket: tv_series,tv_series,Friends (2002 TV series),Japan; South Korea,2002-02-04,2002-02-05,0,4
Q104144455,Frieren,fictional character from Frieren | bucket: fictional_character,fictional_character,Frieren (character),,,,0,4
Q3815,Fringe,2008 American science fiction television series | bucket: tv_series,tv_series,Fringe (TV series),Canada; United States,2008-09-09,2013-01-18,0,4
Q20005,From the Inside,2004 single by Linkin Park | bucket: musical_work,musical_work,From the Inside (Linkin Park song),United States,2004-01-12,2004-01-12,0,4
Q549255,Fuerteventura-Canarias,cycling team (2007–2007) | bucket: sports_team,sports_team,Fuerteventura–Canarias,Spain,2007-01-01,2007-01-01,0,4
Q2699416,Fujimi Orchestra,2012 film directed by Satoshi Kaneda | bucket: film,film,Fujimi Orchestra,Japan,2012-01-01,2012-01-01,0,4
Q5509719,FurryMUCK,a text-based virtual world | bucket: video_game,video_game,FurryMUCK,United States,1990-01-01,1990-01-01,0,4
Q11371450,Futagoyama stable,Stable | bucket: sports_team,sports_team,Futagoyama stable (2018),Japan,,,0,4
Q1019252,GNOME Chess,GNOME graphical front-end for playing chess | bucket: video_game,video_game,GNOME Chess,,2000-01-01,,0,4
Q494713,GNU Chess,"chess-playing program for playing chess against the computer on a terminal or, more commonly, as a chess engine for graphical chess front-ends | bucket: video_game",video_game,GNU Chess,United States,1984-01-01,,0,4
Q26512,GW Shimano-Sidermec,Italian UCI Professional Continental cycling team | bucket: sports_team,sports_team,GW Erco Shimano,Italy; Venezuela; Colombia,1996-01-01,,0,4
Q852851,Gal Circle,Japanese TV series or program | bucket: tv_series,tv_series,Gal Circle,Japan,2006-04-15,2006-06-24,0,4
Q5517860,Galaga 30th Collection,video game compilation | bucket: video_game,video_game,Galaga 30th Collection,,2011-07-23,2011-07-23,0,4
Q890,Gangnam Style,2012 single by Psy | bucket: musical_work,musical_work,Gangnam Style,,2012-07-15,2012-07-15,0,4
Q5526250,Garzey's Wing,original video animation | bucket: film,film,Garzey's Wing,Japan,,,0,4
Q5526957,Gatchaman,original video animation | bucket: film,film,Gatchaman (OVA),Japan,,,0,4
Q203937,"Gaudeamus igitur, iuvenes dum sumus",commercium song | bucket: musical_work,musical_work,Gaudeamus igitur,,1287-01-01,1287-01-01,0,4
Q5529394,Gdleen,Japanese light novel series | bucket: film,film,Gdleen,Japan,1989-01-01,1989-01-01,0,4
Q644781,Gekiganger III,original video animation | bucket: film,film,Gekiganger III,Japan,,,0,4
Q154194,Generation Kill,seven-part miniseries on Iraq war | bucket: tv_series,tv_series,Generation Kill (miniseries),United States; United Kingdom,2008-01-01,2008-08-24,0,4
Q5532842,Genesis of Aquarion,2007 original video animation | bucket: film,film,Genesis of Aquarion (OVA),Japan,2007-01-01,2007-01-01,0,4
Q1502196,Gengen Wer,celestial goose god in Egyptian mythology | bucket: fictional_character,fictional_character,Gengen-Wer,,,,0,4
Q840477,Geox-TMC,cycling team (2004-2011) | bucket: sports_team,sports_team,Saunier Duval–Prodir,Spain,2004-01-01,2011-01-01,0,4
Q562673,Germany at the 2002 FIFA World Cup,bucket: sports_team,sports_team,Germany at the 2002 FIFA World Cup,Germany,2002-01-01,2002-01-01,0,4
Q939587,Gestalt,manga | bucket: film,film,Gestalt (manga),,,,0,4
Q41366,Getroud met rugby,South African television series | bucket: tv_series,tv_series,Getroud met rugby,South Africa,2009-04-07,2012-07-01,0,4
Q13057795,Ghatu (song),Folk song of Bangladesh | bucket: musical_work,musical_work,Ghatu (song),Bangladesh,,,0,4
Q1083746,Ghost Talker's Daydream,shonen manga series directed by Osamu Sekita | bucket: film,film,Ghost Talker's Daydream,Japan,,,0,4
Q23072,Ghosts 'n' Stuff,2008 song by deadmau5 and Rob Swire | bucket: musical_work,musical_work,Ghosts 'n' Stuff,,2008-11-25,2008-11-25,0,4
Q2663804,Gilad Erdan,Israeli politician and diplomat | bucket: human,human,Gilad Erdan,Israel,1970-09-30,,0,4
Q4385636,Gill,playable Street Fighter character | bucket: fictional_character,fictional_character,Gill (Street Fighter),,,,0,4
Q264286,Girl Gone Wild,2012 single by Madonna | bucket: musical_work,musical_work,Girl Gone Wild,United States,2012-03-01,2012-03-01,0,4
Q5564408,Girl Next Door,2000 eroge and OVA | bucket: film,film,Girl Next Door (anime),Japan,2000-01-01,2000-01-01,0,4
Q3676,Girls,2004 song by The Prodigy | bucket: musical_work,musical_work,Girls (The Prodigy song),,2004-08-30,2004-08-30,0,4
Q19983,Given Up,2008 single by Linkin Park | bucket: musical_work,musical_work,Given Up,United States,2008-03-03,2008-03-03,0,4
Q5576061,God of War Collection,video game compilation | bucket: video_game,video_game,God of War video game collections,United States,2009-11-17,2012-08-28,0,4
Q123698932,God of War Ragnarök: Valhalla,DLC for God of War Ragnarök | bucket: video_game,video_game,God of War Ragnarök: Valhalla,,,,0,4
Q313300,Goh Chok Tong,2nd Prime Minister of Singapore from 1990 to 2004 | bucket: human,human,Goh Chok Tong,Singapore,1941-05-20,,0,4
Q284689,Goin' In,single | bucket: musical_work,musical_work,Goin' In,United States,2012-06-08,2012-06-08,0,4
Q977327,Goku Midnight Eye,Japanese manga series | bucket: film,film,Goku Midnight Eye,Japan,,,0,4
Q14716,Goldfinger,theme song of the James Bond film | bucket: musical_work,musical_work,Goldfinger (Shirley Bassey song),United States,1964-01-01,1964-01-01,0,4
Q626942,Good Luck!!,2003 Japanese drama television program | bucket: tv_series,tv_series,Good Luck!!,Japan,2003-01-19,2003-03-23,0,4
Q165177,Great Britons,television programme | bucket: tv_series,tv_series,Great Britons,United Kingdom,,,0,4
Q738678,Green Vs. Red,2008 original video animation directed by Shigeyuki Miya | bucket: film,film,Green vs. Red,Japan,2008-04-02,2008-04-02,0,4
Q478227,Greg Hands,British politician (born 1965) | bucket: human,human,Greg Hands,United States; United Kingdom,1965-11-14,,0,4
Q2748,Grimm,American fantasy police procedural drama TV series | bucket: tv_series,tv_series,Grimm (TV series),United States,2011-10-28,2017-03-31,0,4
Q766949,Groupama-FDJ United,cycling team (1997-) | bucket: sports_team,sports_team,Groupama–FDJ United,France,1997-01-01,,0,4
Q5611847,Grrl Power,2004 original video animation | bucket: film,film,Grrl Power,Japan,2004-01-01,2004-01-01,0,4
Q715162,Guan Yin,Chinese name of the bodhisattva Avalokiteśvara | bucket: fictional_character,fictional_character,Guanyin,,,,0,4
Q313994,Guillaume Kigbafori Soro,Ivorian politician | bucket: human,human,Guillaume Soro,Ivory Coast,1972-05-08,,0,4
Q5619539,Gunvari Collection + Time Crisis,bucket: video_game,video_game,Gunvari Collection + Time Crisis,,2002-12-12,2002-12-12,0,4
Q171420,HRT Formula One Team,Formula 1 Team | bucket: sports_team,sports_team,HRT Formula 1 Team,Spain,,,0,4
Q1418467,Ha,god of the deserts to the west of Egypt | bucket: fictional_character,fictional_character,Ha (mythology),,,,0,4
Q841711,Hades Project Zeorymer,manga | bucket: film,film,Hades Project Zeorymer,Japan,,,0,4
Q64743917,Hakeem Muri-Okunola,Head of service of Lagos state civil service | bucket: human,human,Hakeem Muri-Okunola,,1972-01-07,,0,4
Q5640535,Hakkaku stable,Organization of sumo wrestlers | bucket: sports_team,sports_team,Hakkaku stable,Japan,,,0,4
Q2719607,Hammerhead,fictional supervillain (Marvel) | bucket: fictional_character,fictional_character,Hammerhead (character),United States,,,0,4
Q1093054,Hana Yori Dango Returns,Japanese television series | bucket: tv_series,tv_series,Boys Over Flowers 2,Japan,2007-01-01,2007-03-16,0,4
Q5646854,Hanakago stable,bucket: sports_team,sports_team,Hanakago stable (1992),Japan,,,0,4
Q5646930,Hanaregoma stable,Organization of sumo wrestlers | bucket: sports_team,sports_team,Hanaregoma stable (2021),Japan,,,0,4
Q1135584,Hanazakari no Kimitachi e,2011 Japanese Television drama | bucket: tv_series,tv_series,Hanazakari no Kimitachi e (2011 TV series),Japan,2011-07-10,2011-09-18,0,4
Q15983260,Hanif Abbasi,Pakistani politician and businessman | bucket: human,human,Hanif Abbasi,Pakistan,1966-01-04,,0,4
Q67597,Hans Ehard,German politician (1887–1980) | bucket: human,human,Hans Ehard,Germany,1887-11-10,1980-10-18,0,4
Q1141220,Hapy (Son of Horus),Egyptian deity | bucket: fictional_character,fictional_character,Hapi (Son of Horus),Ancient Egypt,,,0,4
Q440938,Harper's Island,TV series | bucket: tv_series,tv_series,Harper's Island,United States,2009-04-09,2009-07-11,0,4
Q864362,Harukanaru Toki no Naka de 3,2004 video game | bucket: film,film,Harukanaru Toki no Naka de 3,Japan,2004-12-22,2006-03-23,0,4
Q133343,Hathor,major goddess in ancient Egyptian religion | bucket: fictional_character,fictional_character,Hathor,,,,0,4
Q2310356,Hauron,Canaanite-Egyptian deity | bucket: fictional_character,fictional_character,Hauron,,,,0,4
Q275796,Have You Ever Needed Someone So Bad,single | bucket: musical_work,musical_work,Have You Ever Needed Someone So Bad,,1992-09-01,1992-09-01,0,4
Q70721,Heartland with John Kasich,television series | bucket: tv_series,tv_series,Heartland with John Kasich,United States,2001-01-01,,0,4
Q131575,Hecate,Greek goddess | bucket: fictional_character,fictional_character,Hecate,,,,0,4
Q1126848,Heh,ancient Egyptian deity | bucket: fictional_character,fictional_character,Heh (god),,,,0,4
Q263436,"Help Me, Rhonda",single by The Beach Boys | bucket: musical_work,musical_work,"Help Me, Rhonda",United States,1965-04-05,1965-04-05,0,4
Q1518117,Hemsut,minor Egyptian deities | bucket: fictional_character,fictional_character,Hemsut,,,,0,4
Q329093,Henri 4,2010 film by Jo Baier | bucket: tv_series,tv_series,Henri 4 (film),Spain; Austria; France; Germany; Czech Republic,2010-01-01,2012-11-15,0,4
Q335791,Herbert Morrison,British Labour politician (1888-1965) | bucket: human,human,Herbert Morrison,United Kingdom; United Kingdom of Great Britain and Ireland,1888-01-03,1965-03-06,0,4
Q12072950,Hershel W. Williams,U.S. Marine Corps Medal of Honor recipient (1923–2022) | bucket: human,human,Hershel W. Williams,United States,1923-10-02,2022-06-29,0,4
Q939129,Heryshaf,Egyptian deity | bucket: fictional_character,fictional_character,Heryshaf,,,,0,4
Q1035843,Hesat,ancient Egyptian goddess | bucket: fictional_character,fictional_character,Hesat,,,,0,4
Q171596,Hesketh Racing,F1 Racing Team | bucket: sports_team,sports_team,Hesketh Racing,United Kingdom,,,0,4
Q281085,Hey Ya!,2003 song by OutKast | bucket: musical_work,musical_work,Hey Ya!,United States,2003-08-25,2003-08-25,0,4
Q11594515,Hidenoyama stable,stable of sumo wrestlers | bucket: sports_team,sports_team,Hidenoyama stable,Japan,,,0,4
Q3135322,Higanjima,"manga series, live action films, and TV dramas | bucket: tv_series",tv_series,Higanjima,Japan,2010-01-01,2010-01-01,0,4
Q38599373,History of the World,1997 video board game | bucket: video_game,video_game,History of the World (video game),United States,1997-01-01,1997-01-01,0,4
Q2517086,Holly Short,character of the Artemis Fowl novel series by Eoin Colfer | bucket: fictional_character,fictional_character,Holly Short,,1920-01-01,,0,4
Q796293,Holowesko-Citadel-Hincapie Sportswear,cycling team | bucket: sports_team,sports_team,Hincapie–Leomo p/b BMC,United States,2008-01-01,2020-01-01,0,4
Q5885696,Holy Knight,Japanese manga | bucket: film,film,Holy Knight,,2012-01-01,2012-01-01,0,4
Q171342,Honda F1,auto racing team | bucket: sports_team,sports_team,Honda Racing F1 Team,Japan,,,0,4
Q279657,Horehronie,song by Kristína Peláková | bucket: musical_work,musical_work,Horehronie (song),,2010-03-10,2010-03-10,0,4
Q5908070,Hoshizora Kiseki,2006 original video animation directed by Akio Watanabe and Toshikazu Matsubara | bucket: film,film,Hoshizora Kiseki,Japan,2006-06-21,2006-06-21,0,4
Q71897,Hotel 13,German television series | bucket: tv_series,tv_series,Hotel 13,Belgium; Germany,2012-09-03,2014-03-28,0,4
Q21127,How to Love,song by Lil Wayne | bucket: musical_work,musical_work,How to Love,United States,2011-05-26,2011-05-26,0,4
Q74763,Human Powered Health,United States men's cycling team | bucket: sports_team,sports_team,Human Powered Health (men's team),United States,2007-01-01,2023-01-01,0,4
Q1105867,Hungry!,Japanese TV series or program | bucket: tv_series,tv_series,Hungry!,Japan,2012-01-01,,0,4
Q5957645,Hyper Speed GranDoll,original video animation | bucket: film,film,Hyper Speed GranDoll,Japan,,,0,4
Q726889,I Am Mine,single | bucket: musical_work,musical_work,I Am Mine,United States,2002-10-08,2002-10-08,0,4
Q263957,I Can Transform Ya,single by Chris Brown featuring Lil Wayne and Swizz Beatz | bucket: musical_work,musical_work,I Can Transform Ya,United States,2009-09-29,2009-09-29,0,4
Q21096,I Don't Give a Fuck,1991 song by Tupac Shakur | bucket: musical_work,musical_work,I Don't Give a Fuck,United States,2002-01-01,2002-01-01,0,4
Q2619074,I Dream of Mimi,Japanese manga series | bucket: film,film,I Dream of Mimi,Japan,,,0,4
Q276585,I Knew You Were Trouble,song by Taylor Swift | bucket: musical_work,musical_work,I Knew You Were Trouble,United States,2012-11-01,2012-11-01,0,4
Q726809,I Wonder If Heaven Got a Ghetto,1997 posthumous single by 2Pac | bucket: musical_work,musical_work,I Wonder If Heaven Got a Ghetto,,1997-09-21,1997-09-21,0,4
Q726628,I treni di Tozeur,song | bucket: musical_work,musical_work,I treni di Tozeur,,1984-01-01,1984-01-01,0,4
Q21106,I'll Be in the Sky,song by B.o.B | bucket: musical_work,musical_work,I'll Be in the Sky,United States,2011-01-31,2011-01-31,0,4
Q5965774,I'll CKBC,original video animation | bucket: film,film,I'll CKBC,Japan,,,0,4
